"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [08] (Box 8)-23: 0607 ★ - 烛光灵 - 9A0D3AC367F7.pa9","烛光灵","烛光灵","冷静","M","2887","钢","引火","奇异之光","黑雾","挺住","挑衅","(无)","241","96","146","182","146","68","下水道","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","3AC367F7","D525615E","1","31","31","31","16","1","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","45","0","False","False","False","True","10842","40480","2887","10","30","10","20","0","0","0","0","(无)","(无)","(无)","(无)","39437","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-24: 0608 ★ - 灯火幽灵 - B05DD74DE195.pa9","灯火幽灵","灯火幽灵","冷静","M","2887","钢","火焰之躯","喷射火焰","守住","过热","奇异之风","(无)","261","116","156","248","156","131","１７号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","D74DE195","87C733BC","28","31","31","15","30","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","55","0","False","False","False","True","10842","40480","2887","15","10","5","5","0","0","0","0","(无)","(无)","(无)","(无)","45149","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-25: 0609 ★ - 水晶灯火灵 - A36CEA42ACB1.pa9","水晶灯火灵","水晶灯火灵","冷静","M","2887","电","引火","火花","黑雾","挺住","奇异之风","(无)","261","146","216","358","216","176","１７号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","EA42ACB1","E6A652DD","31","31","23","20","31","17","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","55","0","False","False","False","True","10842","40480","2887","25","30","10","5","0","0","0","0","(无)","(无)","(无)","(无)","41836","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-26: 0615 ★ - 几何雪花 - D0571D1261EE.pa9","几何雪花","几何雪花","胆小","-","2887","龙","飘浮","暴风雪","破坏光线","黑雾","大爆炸","(无)","301","122","136","226","306","270","异次元密阿雷","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","1D1261EE","F107457C","22","31","31","17","11","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","0","0","0","35","0","False","False","False","True","10842","40480","2887","5","5","30","5","0","0","0","0","(无)","(无)","(无)","(无)","53335","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-27: 0618-01 ★ - 泥巴鱼 - CA9F01A2F8E3.pa9","泥巴鱼","泥巴鱼","内敛","M","2887","超能力","拟态","挖洞","咬碎","铁壁","大地之力","(无)","359","178","234","184","204","100","异次元密阿雷","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","01A2F8E3","96022279","2","16","31","31","31","20","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","1","0","0","46","0","False","False","False","True","10842","40480","2887","10","15","15","10","0","0","0","0","(无)","(无)","(无)","(无)","51871","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-28: 0618 ★ - 泥巴鱼 - 6EFEC93D2ADB.pa9","泥巴鱼","泥巴鱼","天真","M","2887","冰","静电","电击","十万伏特","岩崩","硬撑","(无)","359","168","204","198","210","110","１１号野生特区","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","C93D2ADB","553BE140","27","31","31","11","31","28","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","41","0","False","False","False","True","10842","40480","2887","30","15","10","20","0","0","0","0","(无)","(无)","(无)","(无)","28414","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-29: 0622 ★ - 泥偶小人 - B7065F28A777.pa9","泥偶小人","泥偶小人","大胆","-","2887","冰","铁拳","连续拳","泰山压顶","地震","滚动","(无)","259","165","149","106","136","106","异次元密阿雷","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","5F28A777","0B4BBF30","31","23","31","31","15","8","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","46","0","False","False","False","True","10842","40480","2887","15","15","10","20","0","0","0","0","(无)","(无)","(无)","(无)","46854","255","1","1","1","2025","12","16"
"main @ [08] (Box 8)-30: 0623 ★ - 泥偶巨人 - 6429750F64CB.pa9","泥偶巨人","泥偶巨人","固执","-","2887","电","笨拙","十万伏特","精神强念","神秘守护","尖石攻击","(无)","319","312","196","131","196","146","异次元密阿雷","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","750F64CB","F8104C6B","31","31","21","18","27","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","0","0","0","46","0","False","False","False","True","10842","40480","2887","15","10","25","5","0","0","0","0","(无)","(无)","(无)","(无)","25641","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-01: 0638 - 勾帕路翁 - 1809659C9995.pa9","勾帕路翁","勾帕路翁","坦率","-","3271","草","正义之心","泰山压顶","电磁波","挑衅","隐形岩","(无)","323","216","294","216","180","252","异次元密阿雷","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","659C9995","EE9722E6","12","31","31","16","7","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","15","20","20","20","0","0","0","0","(无)","(无)","(无)","(无)","6153","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-02: 0639 - 代拉基翁 - 4961CB1F2DAC.pa9","代拉基翁","代拉基翁","慢吞吞","-","0563","草","正义之心","猛撞","反射壁","火箭头锤","波导弹","(无)","323","294","194","198","216","252","异次元密阿雷","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","CB1F2DAC","746A5757","31","31","16","12","7","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","20","20","10","20","0","0","0","0","(无)","(无)","(无)","(无)","18785","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-03: 0640 - 毕力吉翁 - 2D7C91A7F4FD.pa9","毕力吉翁","毕力吉翁","胆小","-","1214","冰","正义之心","破坏光线","毒击","意念头锤","自我激励","(无)","323","194","180","216","294","277","异次元密阿雷","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","91A7F4FD","690322E7","16","31","12","31","7","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","5","20","15","30","0","0","0","0","(无)","(无)","(无)","(无)","11644","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-04: 0647-01 - 凯路迪欧 - 7B281710D713.pa9","凯路迪欧","凯路迪欧","爽朗","-","0109","地面","正义之心","神秘之剑","水炮","点到为止","水流裂破","(无)","323","180","216","264","216","277","异次元密阿雷","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","1710D713","C97FCFA0","7","31","31","16","12","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","1","0","0","60","0","False","False","False","False","10842","40480","2887","10","5","40","10","0","0","0","0","(无)","(无)","(无)","(无)","31528","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-05: 0647 - 凯路迪欧 - 0621A8880402.pa9","凯路迪欧","凯路迪欧","急躁","-","3729","地面","正义之心","水流喷射","硬撑","挑衅","空气之刃","(无)","323","180","194","294","216","277","异次元密阿雷","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","A8880402","1CDBF5CD","7","31","31","16","12","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","20","20","20","15","0","0","0","0","(无)","(无)","(无)","(无)","1569","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-06: 0648 - 美洛耶塔 - 2EE7BE8B7DFF.pa9","美洛耶塔","美洛耶塔","怕寂寞","-","0401","幽灵","天恩","幻象光线","电光一闪","拍落","增强拳","(无)","341","209","171","292","292","216","异次元密阿雷","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","BE8B7DFF","AA98B387","7","31","12","31","16","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","20","30","20","20","0","0","0","0","(无)","(无)","(无)","(无)","12007","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-07: 0649-04 - 盖诺赛克特 - E5107C96F3C2.pa9","盖诺赛克特","盖诺赛克特","大胆","-","2504","钢","下载","金属音","能量球","蓄能焰袭","高科技光炮","冰冻卡带","283","248","248","276","226","234","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","7C96F3C2","4C8BD00A","1","13","31","31","8","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","4","0","0","60","0","False","False","False","False","10842","40480","2887","40","10","20","5","0","0","0","0","(无)","(无)","(无)","(无)","58640","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-08: 0649-03 - 盖诺赛克特 - BDDF41B0B9EA.pa9","盖诺赛克特","盖诺赛克特","慢吞吞","-","1331","电","下载","暴风雪","三重攻击","铁头","铁蹄光线","火焰卡带","283","276","203","303","226","234","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","41B0B9EA","A85EFB65","31","20","6","31","31","0","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","3","0","0","60","0","False","False","False","False","10842","40480","2887","5","10","15","5","0","0","0","0","(无)","(无)","(无)","(无)","48607","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-09: 0649-02 - 盖诺赛克特 - 39673AD44FF8.pa9","盖诺赛克特","盖诺赛克特","爽朗","-","2987","幽灵","下载","飞翔","电磁炮","原始之力","充电光束","闪电卡带","283","276","226","248","226","257","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","3AD44FF8","6D69D7DD","3","6","31","31","28","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","2","0","0","60","0","False","False","False","False","10842","40480","2887","15","5","5","10","0","0","0","0","(无)","(无)","(无)","(无)","14695","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-10: 0649-01 - 盖诺赛克特 - E1ED9C24E4F5.pa9","盖诺赛克特","盖诺赛克特","认真","-","3590","龙","下载","喷射火焰","高速星星","守住","金属音","水流卡带","283","276","226","276","226","234","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","9C24E4F5","BCB75CDA","26","23","7","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","1","0","0","60","0","False","False","False","False","10842","40480","2887","15","20","10","40","0","0","0","0","(无)","(无)","(无)","(无)","57837","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-11: 0649 - 盖诺赛克特 - 9104A0CFE218.pa9","盖诺赛克特","盖诺赛克特","温顺","-","1604","钢","下载","替身","火焰踢","金属音","磁铁炸弹","(无)","283","276","203","276","248","234","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","A0CFE218","B0E4D4A6","17","1","31","31","28","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","60","0","False","False","False","False","10842","40480","2887","10","10","40","20","0","0","0","0","(无)","(无)","(无)","(无)","37124","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-12: 0650 ★ - 哈力栗 - 91A60B9ED8A7.pa9","哈力栗","哈力栗","认真","M","2887","草","茂盛","藤鞭","日光束","替身","劈瓦","(无)","253","158","166","132","126","112","１７号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","0B9ED8A7","DBF06F8B","31","6","31","4","31","27","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","25","10","10","15","0","0","0","0","(无)","(无)","(无)","(无)","37286","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-13: 0651 ★ - 胖胖哈力 - 8847B1B2D077.pa9","胖胖哈力","胖胖哈力","天真","M","2887","虫","茂盛","雷电拳","寄生种子","终极吸取","滚动","(无)","263","192","226","148","136","165","１７号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","B1B2D077","F39847E3","0","31","31","31","12","26","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","15","10","10","20","0","0","0","0","(无)","(无)","(无)","(无)","34887","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-14: 0652 ★ - 布里卡隆 - FEBFDB988A3C.pa9","布里卡隆","布里卡隆","大胆","M","2887","龙","茂盛","挖洞","撒菱","劈瓦","泥巴射击","(无)","317","225","308","184","186","164","１７号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","DB988A3C","107FA405","21","28","29","31","31","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","10","20","15","15","0","0","0","0","(无)","(无)","(无)","(无)","65215","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-15: 0653 ★ - 火狐狸 - CA95763AA645.pa9","火狐狸","火狐狸","悠闲","M","2887","恶","猛火","高速移动","高速星星","磷火","冥想","(无)","221","126","127","160","156","140","１８号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","763AA645","D1696512","31","31","9","31","23","9","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","30","20","15","20","0","0","0","0","(无)","(无)","(无)","(无)","51861","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-16: 0654 ★ - 长尾火狐 - 48A78133EC6E.pa9","长尾火狐","长尾火狐","慢吞吞","M","2887","冰","猛火","喷射火焰","光墙","热风","精神冲击","(无)","259","154","136","237","176","182","１８号野生特区","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","8133EC6E","4E5FFA24","31","5","31","5","31","22","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","15","30","10","10","0","0","0","0","(无)","(无)","(无)","(无)","18599","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-17: 0655 ★ - 妖火红狐 - 3AA57177C344.pa9","妖火红狐","妖火红狐","马虎","M","2887","冰","猛火","火焰拳","热风","硬撑","回复封锁","(无)","291","174","180","290","212","244","１８号野生特区","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","7177C344","6E19DA62","28","16","18","31","31","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","15","10","20","15","0","0","0","0","(无)","(无)","(无)","(无)","15013","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-18: 0656 ★ - 呱呱泡蛙 - E72695EB83B2.pa9","呱呱泡蛙","呱呱泡蛙","胆小","M","2887","电","激流","烟幕","舌舔","守住","泼冷水","(无)","223","133","116","160","124","195","１６号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","95EB83B2","5A19EE63","17","31","29","22","31","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","20","30","10","20","0","0","0","0","(无)","(无)","(无)","(无)","59174","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-19: 0657 ★ - 呱头蛙 - 46BCC319AB72.pa9","呱头蛙","呱头蛙","慢吞吞","M","2887","地面","激流","水枪","冲浪","急速折返","水流裂破","(无)","249","162","126","222","148","230","１６号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","C319AB72","453FF144","2","31","31","8","12","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","25","15","20","10","0","0","0","0","(无)","(无)","(无)","(无)","18108","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-20: 0658 ★ - 甲贺忍蛙 - BC6A893F5F74.pa9","甲贺忍蛙","甲贺忍蛙","大胆","M","2887","龙","激流","电光一闪","舌舔","岩崩","泼冷水","(无)","285","203","187","242","178","280","１６号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","893F5F74","AAAA1ED1","27","31","16","31","15","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","30","0","False","False","False","True","10842","40480","2887","30","30","10","20","0","0","0","0","(无)","(无)","(无)","(无)","48234","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-21: 0659 ★ - 掘掘兔 - 1F39C3B8ED2B.pa9","掘掘兔","掘掘兔","天真","M","2887","龙","捡拾","岩崩","岩石封锁","泥巴射击","狂舞挥打","(无)","217","108","112","100","97","165","１号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","C3B8ED2B","0496B0ED","31","31","26","31","31","13","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","15","0","False","False","False","True","10842","40480","2887","10","15","15","20","0","0","0","0","(无)","(无)","(无)","(无)","7993","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-22: 0660 ★ - 掘地兔 - 6CEE35C4C88A.pa9","掘地兔","掘地兔","怕寂寞","M","2887","虫","颊囊","冰冻拳","猛撞","硬撑","热沙大地","(无)","311","162","171","136","190","192","１７号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","35C4C88A","F2794602","31","16","30","31","20","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","15","20","20","10","0","0","0","0","(无)","(无)","(无)","(无)","27886","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-23: 0661 ★ - 小箭雀 - 1A9A0E748A92.pa9","小箭雀","小箭雀","爽朗","M","2887","幽灵","健壮胸肌","吹飞","火花","羽毛舞","暴风","(无)","231","136","122","104","112","176","１号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","0E748A92","9F3C2B47","17","22","31","31","14","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","15","0","False","False","False","True","10842","40480","2887","20","25","15","10","0","0","0","0","(无)","(无)","(无)","(无)","6810","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-24: 0662 ★ - 火箭雀 - 716DE0116D1D.pa9","火箭雀","火箭雀","勇敢","M","2887","虫","健壮胸肌","啄","电光一闪","高速星星","热风","(无)","265","200","146","148","140","183","１号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","E0116D1D","FB024F79","31","31","31","27","28","30","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","15","0","False","False","False","True","10842","40480","2887","35","30","20","10","0","0","0","0","(无)","(无)","(无)","(无)","29037","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-25: 0663 ★ - 烈箭鹰 - B133F1B71311.pa9","烈箭鹰","烈箭鹰","天真","M","2887","恶","健壮胸肌","舍身冲撞","火焰旋涡","健美","暴风","(无)","297","198","178","184","156","316","１号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","F1B71311","72FBC680","23","21","31","31","3","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","15","0","False","False","False","True","10842","40480","2887","15","15","20","10","0","0","0","0","(无)","(无)","(无)","(无)","45363","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-26: 0664-06 ★ - 粉蝶虫 - BD66ED417C40.pa9","粉蝶虫","粉蝶虫","内敛","M","2887","草","复眼","撞击","吐丝","挺住","硬撑","(无)","217","95","116","99","86","106","１号野生特区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","ED417C40","4612F269","31","28","5","18","31","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","6","0","0","15","0","False","False","False","True","10842","40480","2887","35","40","10","20","0","0","0","0","(无)","(无)","(无)","(无)","48486","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-27: 0665-08 - 粉蝶蛹 - DEFDBF319F8B.pa9","粉蝶蛹","粉蝶蛹","天真","M","0585","电","蜕皮","毒粉","吐丝","硬撑","铁壁","(无)","231","80","156","90","86","103","密阿雷美术馆 (-)","－－－－－－－－－－","精灵球","Mick","传说 宝可梦Z-A","ChineseS","True","神秘礼物","BF319F8B","3CFF186D","14","31","10","31","31","4","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","8","0","0","9","0","False","False","False","False","10842","40480","2887","35","40","20","15","0","0","0","0","(无)","(无)","(无)","(无)","57085","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-28: 0665-06 ★ - 粉蝶蛹 - 7326B09C374E.pa9","粉蝶蛹","粉蝶蛹","固执","M","2887","龙","鳞粉","麻痹粉","变硬","守住","挺住","(无)","231","88","156","81","96","94","１号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","B09C374E","006CB417","8","31","23","21","31","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","6","0","0","15","0","False","False","False","True","10842","40480","2887","30","30","10","10","0","0","0","0","(无)","(无)","(无)","(无)","29478","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-29: 0666-08 - 彩粉蝶 - 69598A5D9707.pa9","彩粉蝶","彩粉蝶","天真","M","1045","超能力","蜕皮","花瓣舞","终极吸取","神秘守护","虫鸣","(无)","301","140","136","216","122","235","密阿雷美术馆 (-)","－－－－－－－－－－","精灵球","Mick","传说 宝可梦Z-A","ChineseS","True","神秘礼物","8A5D9707","2554640E","31","31","10","31","31","16","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","8","0","0","9","0","False","False","False","False","10842","40480","2887","10","10","25","10","0","0","0","0","(无)","(无)","(无)","(无)","26969","255","1","1","1","2025","12","16"
"main @ [09] (Box 9)-30: 0666-06 ★ - 彩粉蝶 - 78F51FF3884D.pa9","彩粉蝶","彩粉蝶","认真","M","2887","超能力","复眼","吹飞","撞击","吐丝","能量球","(无)","301","140","136","216","136","214","１号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","1FF3884D","F5E84193","31","31","6","31","1","10","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","6","0","0","15","0","False","False","False","True","10842","40480","2887","20","35","40","10","0","0","0","0","(无)","(无)","(无)","(无)","30965","255","1","1","1","2025","12","16"
"main @ [10] (Box 10)-01: 0667 ★ - 小狮狮 - 0DD3F2A4A917.pa9","小狮狮","小狮狮","大胆","M","2887","虫","紧张感","瞪眼","吼叫","硬撑","大地之力","(无)","265","122","167","182","144","180","３号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","F2A4A917","7CA2C8D9","31","6","4","31","6","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","18","0","False","False","False","True","10842","40480","2887","30","20","20","10","0","0","0","0","(无)","(无)","(无)","(无)","3539","255","1","1","1","2025","12","16"
"main @ [10] (Box 10)-02: 0668 ★ - 火炎狮 - 56FA8718D4FC.pa9","火炎狮","火炎狮","大胆","M","2887","冰","紧张感","头锤","火花","守住","起草","(无)","313","154","198","254","168","248","１７号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","8718D4FC","6768D313","31","31","17","17","31","28","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","56","0","False","False","False","True","10842","40480","2887","15","25","10","20","0","0","0","0","(无)","(无)","(无)","(无)","22266","255","1","1","1","2025","12","16"
"main @ [10] (Box 10)-03: 0669-04 ★ - 花蓓蓓 - 232E0DF21B21.pa9","花蓓蓓","花蓓蓓","认真","F","2887","恶","花幕","影子分身","光墙","替身","泼冷水","(无)","229","112","114","158","194","120","琼黄２号街区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","0DF21B21","28C29CB9","31","31","5","11","27","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","1","4","0","0","20","0","False","False","False","True","10842","40480","2887","15","30","10","20","0","0","0","0","(无)","(无)","(无)","(无)","9006","255","1","1","1","2025","12","16"
"main @ [10] (Box 10)-04: 0669-03 ★ - 花蓓蓓 - E40E5B740447.pa9","花蓓蓓","花蓓蓓","淘气","F","2887","草","花幕","飞叶快刀","守住","祈愿","能量球","(无)","229","112","125","142","194","120","琼黄３号街区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","5B740447","E741533A","27","4","31","4","31","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","1","3","0","0","21","0","False","False","False","True","10842","40480","2887","25","10","10","10","0","0","0","0","(无)","(无)","(无)","(无)","58382","255","1","1","1","2025","12","16"
"main @ [10] (Box 10)-05: 0669-02 ★ - 花蓓蓓 - CDA2F3BB244A.pa9","花蓓蓓","花蓓蓓","淘气","F","2887","恶","花幕","挺住","光合作用","种子炸弹","起草","(无)","229","112","125","142","194","120","琼黄３号街区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","F3BB244A","56E4E29F","31","23","23","7","31","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","1","2","0","0","21","0","False","False","False","True","10842","40480","2887","10","5","15","20","0","0","0","0","(无)","(无)","(无)","(无)","52642","255","1","1","1","2025","12","16"
